SITE_ID,SITE_NO,X,Y,LONGITUDE,LATITUDE,DEPTH_BIN
HAW_0380A,0380,281.478,2188.3443,-155.0858,19.7787,MID
HAW_0381A,0381,283.9783,2184.4165,-155.0614,19.7436,MID
HAW_0382A,0382,292.7116,2177.8466,-154.9774,19.6852,MID
HAW_0383A,0383,281.4868,2191.1195,-155.086,19.8038,MID
HAW_0384A,0384,281.3361,2197.5121,-155.0882,19.8615,MID
HAW_0385A,0385,284.794,2184.257,-155.0537,19.7422,MID
HAW_0386A,0386,272.9043,2131.4758,-155.1607,19.2642,MID
HAW_0387A,0387,257.7163,2130.6069,-155.305,19.2546,MID
HAW_0388A,0388,264.5699,2131.6354,-155.24,19.2647,MID
HAW_0389A,0389,234.0432,2114.3017,-155.5278,19.1044,MID
HAW_0390A,0390,278.6674,2133.9938,-155.1062,19.2876,MID
HAW_0391A,0391,231.3922,2109.7888,-155.5524,19.0633,MID
HAW_0392A,0392,228.9894,2105.3024,-155.5746,19.0225,MID
HAW_0393A,0393,232.6955,2112.5905,-155.5404,19.0888,MID
HAW_0394A,0394,226.9856,2102.1726,-155.5932,18.994,MID
HAW_0395A,0395,235.4352,2115.6583,-155.5148,19.1168,MID
HAW_0396A,0396,236.1888,2116.802,-155.5078,19.1273,MID
HAW_0397A,0397,236.0913,2115.9509,-155.5086,19.1196,MID
HAW_0398A,0398,231.3478,2111.3758,-155.553,19.0776,MID
HAW_0399A,0399,264.4015,2131.8482,-155.2416,19.2666,MID
HAW_0400A,0400,270.5813,2131.3428,-155.1828,19.2628,MID
HAW_0401A,0401,269.0474,2130.7133,-155.1973,19.2569,MID
HAW_0402A,0402,231.5163,2109.2745,-155.5511,19.0587,MID
HAW_0403A,0403,237.2528,2117.4847,-155.4978,19.1336,MID
HAW_0404A,0404,223.6873,2097.5355,-155.6238,18.9517,MID
HAW_0405A,0405,237.4479,2117.5202,-155.4959,19.1339,MID
HAW_0406A,0406,212.3917,2239.2547,-155.7527,20.2294,SHAL
HAW_0407A,0407,224.2282,2230.1845,-155.6381,20.1492,SHAL
HAW_0408A,0408,266.0506,2211.6007,-155.2359,19.987,SHAL
HAW_0409A,0409,205.6355,2242.7835,-155.8178,20.2602,SHAL
HAW_0410A,0410,269.5617,2209.322,-155.2021,19.9668,SHAL
HAW_0411A,0411,232.9792,2227.6753,-155.5541,20.1278,SHAL
HAW_0412A,0412,240.7373,2225.0686,-155.4795,20.1053,SHAL
HAW_0413A,0413,227.757,2228.2959,-155.6041,20.1327,SHAL
HAW_0414A,0414,248.5751,2221.8147,-155.4042,20.077,SHAL
HAW_0415A,0415,220.6462,2233.0571,-155.6728,20.1747,SHAL
HAW_0416A,0416,216.1687,2235.1496,-155.7159,20.1929,SHAL
HAW_0417A,0417,221.6747,2232.5518,-155.6629,20.1702,SHAL
HAW_0418A,0418,254.9588,2218.1795,-155.3427,20.045,SHAL
HAW_0419A,0419,271.5654,2207.6463,-155.1827,19.9519,SHAL
HAW_0420A,0420,218.6247,2233.8551,-155.6922,20.1816,SHAL
HAW_0421A,0421,224.0331,2230.8406,-155.6401,20.1551,SHAL
HAW_0422A,0422,208.0294,2241.5688,-155.7948,20.2496,SHAL
HAW_0423A,0423,198.0992,2241.1787,-155.8896,20.2445,SHAL
HAW_0424A,0424,226.294,2229.1914,-155.6182,20.1406,SHAL
HAW_0425A,0425,213.6063,2238.971,-155.741,20.227,SHAL
HAW_0426A,0426,220.2295,2233.2522,-155.6768,20.1764,SHAL
HAW_0427A,0427,210.7248,2241.1876,-155.7689,20.2466,SHAL
HAW_0428A,0428,203.4367,2211.3879,-155.8338,19.9765,SHAL
HAW_0429A,0429,204.1726,2213.0459,-155.827,19.9916,SHAL
HAW_0430A,0430,220.6905,2094.5653,-155.6518,18.9244,SHAL
HAW_0431A,0431,187.761,2170.4787,-155.9765,19.6049,SHAL
HAW_0432A,0432,196.6717,2204.5165,-155.8972,19.9134,SHAL
HAW_0433A,0433,199.6774,2208.1251,-155.8691,19.9465,SHAL
HAW_0434A,0434,182.8668,2191.4653,-156.0267,19.7935,SHAL
HAW_0435A,0435,194.9871,2129.1528,-155.9011,19.233,SHAL
HAW_0436A,0436,196.8667,2204.2771,-155.8953,19.9113,SHAL
HAW_0437A,0437,196.716,2204.1175,-155.8967,19.9098,SHAL
HAW_0438A,0438,219.8039,2094.0156,-155.6602,18.9194,SHAL
HAW_0439A,0439,180.2779,2186.9612,-156.0506,19.7524,SHAL
HAW_0440A,0440,196.5476,2137.7177,-155.8876,19.3105,SHAL
HAW_0441A,0441,192.735,2154.3863,-155.9265,19.4604,SHAL
HAW_0442A,0442,181.9625,2179.0436,-156.0332,19.6812,SHAL
HAW_0443A,0443,192.9744,2198.3101,-155.9315,19.8569,SHAL
HAW_0444A,0444,188.5147,2168.0405,-155.9689,19.583,SHAL
HAW_0445A,0445,204.1105,2216.2555,-155.8281,20.0205,SHAL
HAW_0446A,0446,204.2524,2214.961,-155.8265,20.0089,SHAL
HAW_0447A,0447,180.4995,2180.9853,-156.0475,19.6985,SHAL
HAW_0448A,0448,196.9288,2204.6229,-155.8948,19.9144,SHAL
HAW_0449A,0449,197.2746,2205.5095,-155.8916,19.9225,SHAL
HAW_0450A,0450,196.7249,2237.1534,-155.9021,20.208,SHAL
HAW_0451A,0451,203.1796,2211.2017,-155.8362,19.9748,SHAL
HAW_0452A,0452,187.8142,2196.7407,-155.9804,19.8419,SHAL
HAW_0453A,0453,181.2266,2190.4102,-156.0421,19.7837,SHAL
HAW_0454A,0454,196.583,2234.9723,-155.9031,20.1883,SHAL
HAW_0455A,0455,193.0454,2153.81,-155.9235,19.4552,SHAL
HAW_0456A,0456,200.5285,2222.3821,-155.8633,20.0753,SHAL
HAW_0457A,0457,203.6672,2211.8223,-155.8316,19.9805,SHAL
HAW_0458A,0458,197.5406,2204.8357,-155.889,19.9165,SHAL
HAW_0459A,0459,193.9054,2123.1414,-155.9104,19.1786,SHAL
HAW_0460A,0460,196.6806,2236.7012,-155.9025,20.2039,SHAL
HAW_0461A,0461,186.7769,2172.5268,-155.9862,19.6232,SHAL
HAW_0462A,0462,196.2816,2143.0995,-155.891,19.3591,SHAL
HAW_0463A,0463,194.8098,2128.1775,-155.9026,19.2242,SHAL
HAW_0464A,0464,184.4096,2192.9725,-156.0122,19.8073,SHAL
HAW_0465A,0465,193.6837,2119.2757,-155.9119,19.1436,SHAL
HAW_0466A,0466,186.5907,2172.8105,-155.9881,19.6257,SHAL
HAW_0467A,0467,195.9092,2203.0181,-155.9042,19.8998,SHAL
HAW_0468A,0468,193.001,2118.327,-155.9182,19.135,SHAL
HAW_0469A,0469,196.5476,2204.2771,-155.8984,19.9113,SHAL
HAW_0470A,0470,204.3322,2216.3441,-155.826,20.0214,SHAL
HAW_0471A,0471,188.4171,2167.145,-155.9697,19.5749,SHAL
HAW_0472A,0472,194.2334,2150.1305,-155.9116,19.4222,SHAL
HAW_0473A,0473,305.8337,2162.3394,-154.8507,19.5464,SHAL
HAW_0474A,0474,295.1676,2143.0641,-154.9502,19.3713,SHAL
HAW_0475A,0475,296.728,2168.1912,-154.9381,19.5984,SHAL
HAW_0476A,0476,294.1568,2171.4274,-154.9629,19.6273,SHAL
HAW_0477A,0477,280.9726,2183.6097,-155.09,19.7359,SHAL
HAW_0478A,0478,305.2486,2151.0792,-154.8551,19.4447,SHAL
HAW_0479A,0479,292.1442,2176.4546,-154.9827,19.6725,SHAL
HAW_0480A,0480,302.3848,2163.625,-154.8837,19.5577,SHAL
HAW_0481A,0481,305.1776,2150.9994,-154.8558,19.4439,SHAL
HAW_0482A,0482,292.9421,2172.0303,-154.9746,19.6327,SHAL
HAW_0483A,0483,281.1056,2186.3494,-155.0891,19.7607,SHAL
HAW_0484A,0484,292.3658,2174.6725,-154.9804,19.6565,SHAL
HAW_0485A,0485,306.4012,2161.8518,-154.8452,19.5421,SHAL
HAW_0486A,0486,281.1411,2189.7718,-155.0891,19.7916,SHAL
HAW_0487A,0487,280.8839,2191.4475,-155.0918,19.8067,SHAL
HAW_0488A,0488,310.063,2159.7505,-154.8101,19.5234,SHAL
HAW_0489A,0489,280.8662,2191.7401,-155.092,19.8093,SHAL
HAW_0490A,0490,304.0782,2162.6675,-154.8674,19.5492,SHAL
HAW_0491A,0491,299.4234,2166.0633,-154.9122,19.5794,SHAL
HAW_0492A,0492,281.3627,2196.7939,-155.0879,19.855,SHAL
HAW_0493A,0493,223.6519,2097.8281,-155.6242,18.9543,SHAL
HAW_0494A,0494,236.1445,2117.0503,-155.5083,19.1295,SHAL
HAW_0495A,0495,264.3217,2131.99,-155.2424,19.2679,SHAL
HAW_0496A,0496,276.3178,2132.5841,-155.1284,19.2746,SHAL
HAW_0497A,0497,265.0664,2131.6265,-155.2353,19.2647,SHAL
HAW_0498A,0498,265.0664,2131.7506,-155.2353,19.2658,SHAL
HAW_0499A,0499,224.8045,2099.3265,-155.6135,18.968,SHAL
HAW_0500A,0500,224.8666,2099.5127,-155.6129,18.9697,SHAL
HAW_0501A,0501,226.5423,2099.8142,-155.597,18.9726,SHAL
HAW_0502A,0502,269.3223,2130.5803,-155.1947,19.2557,SHAL
HAW_0503A,0503,224.6272,2099.3354,-155.6152,18.968,SHAL
HAW_0504A,0504,231.5074,2112.032,-155.5516,19.0836,SHAL
HAW_0505A,0505,271.4856,2131.4226,-155.1742,19.2636,SHAL
HAW_0506A,0506,225.6645,2099.2645,-155.6053,18.9675,SHAL
HAW_0507A,0507,263.1247,2132.1762,-155.2538,19.2694,SHAL
HAW_0508A,0508,235.9672,2116.1016,-155.5098,19.1209,SHAL
HAW_0509A,0509,226.8083,2100.2132,-155.5946,18.9763,SHAL
HAW_0510A,0510,279.0043,2134.4105,-155.103,19.2914,SHAL
HAW_0511A,0511,222.6234,2096.1879,-155.6337,18.9394,SHAL
